"cart_id","user_id","created_at"
"e97cf0fd-5d19-4541-8e04-9840091912bf","7ef75a56-425d-4c10-bb6d-1100d12e6f17","2025-02-08 22:47:15"
"814d8d1b-b7ce-45b6-8929-9662cb27bc8d","cbc8d241-1fe3-4334-bbb4-f047501abaed","2024-12-31 22:47:15"
"6fdfb5d9-4e1e-495a-889c-484d73412644","b46c6f47-e1ab-47ef-a574-5c59493d90f9","2025-02-24 22:47:15"
"b970a340-7c8d-4975-8add-a8e3fa918201","49448e86-ba8b-483a-af6d-8c16967c3808","2024-12-24 22:47:15"
"2dd18dcf-cb2a-40ce-9eca-e5779ae3dfa3","d45021f7-bc75-4214-830f-7436b2643836","2025-04-03 22:47:15"
"0f779936-31ee-4cbc-9f20-9c29f1000582","ac654067-b5af-4867-aed2-fb8df72aefa8","2025-01-04 22:47:15"
"12d7c380-5a27-4eec-afdb-d2779c822eab","404f1637-530c-4cbb-b3fc-0921b193a0da","2025-05-01 22:47:15"
"bb8bd062-befa-4d16-a8cb-a6c7fec8b1d8","2336abd7-9da0-4eef-8abd-21662f19f071","2024-11-15 22:47:15"
"419f2376-5f95-4d85-8fe6-95554f69311c","f2f4af29-5fc5-4abf-9b5f-01ecbc12f60b","2025-01-29 22:47:15"
"7b935a1f-cc4f-4676-bb44-3448b4ec8541","9b5ec7ab-0d77-45f6-b0a1-2edc0d41a89b","2024-11-06 22:47:15"
"5b856dea-a952-4a19-b0e0-3e1393a2e385","1fbfd678-ab3a-4efb-b7ab-23a8e08b1cbf","2025-01-23 22:47:15"
"5cf0fbbe-44e3-4c70-b121-ae85ca787ccf","5e0d492a-9bc8-400f-a99c-3e8d6fad9486","2025-01-23 22:47:15"
"490d8690-7127-4808-b4dd-1a119062b1a7","4db52abe-9a94-4da8-a8c4-136db4348432","2025-03-23 22:47:15"
"0a89857d-1381-4e53-9e6b-0c450974fc20","ef878ddc-de62-427e-bbd5-f02ea6ca48d0","2024-11-26 22:47:15"
"ebcbc2d1-f64f-4791-b4c5-69cffbb0d841","9fe1d039-5c54-4946-a716-c57d484c7cee","2025-01-15 22:47:15"
"9b4d4037-d8b9-4f77-99f8-b2349f8abeb6","b7ab3de2-8315-4d4c-a1fe-17072e31698d","2025-03-11 22:47:15"
"63103b8e-47eb-44ea-b3eb-38e57fb68c2c","b26784c2-52b9-495f-b361-b934ac2aad1a","2025-02-19 22:47:15"
"fb7ccad2-9dbc-4e16-957b-8a01034dfa0a","363a0406-aa2c-49bf-a944-6f532908e51a","2025-04-05 22:47:15"
"c9e037f3-068f-4991-a732-7bde692abbab","891647ce-6584-4e84-ad5c-1de94bff37a3","2024-12-29 22:47:15"
"bd63ea15-bd2a-4bbc-8d87-20e2e2a7fc19","9121bf65-6e53-4106-bbfe-1b0caec47b38","2025-04-03 22:47:15"
"ac98c323-a739-4c8e-a000-d194d05edd15","f386e5e7-c21d-404c-950e-1214fbb229ae","2024-12-16 22:47:15"
"63a687c4-99dc-4c83-812d-965f2fa821c6","207ff5d1-f192-4c7d-92fc-72c516a3e948","2025-02-03 22:47:15"
"1be90a75-a6af-4062-a858-5267a6a55458","ded1f030-bba7-492a-973e-2acc7aeb9599","2024-12-04 22:47:15"
"8fc191bd-45c1-4b2e-875b-bfd020078dfa","76a24eb6-1e87-47c2-aa7d-c42844a2d09b","2025-03-01 22:47:15"
"caccdd9d-a25f-4b2c-bc7c-27178bfbbb9d","51238878-9749-4e79-9036-a8faa25f6dec","2025-04-21 22:47:15"
"97d7ce0b-572d-46da-ab0e-00af4988e463","02434e94-1a2a-41a4-84cf-576cfc4d368c","2025-03-01 22:47:15"
"ee26bd2f-731f-4ea3-94e4-b6f5918b6202","908f1b23-6d8d-4e32-b094-d79353c6fe8f","2024-12-08 22:47:15"
"b69be259-f6b7-46f7-94bb-adcb598c9ff9","19d93624-4589-4d10-a5d2-7416aa621365","2024-11-25 22:47:15"
"a8732471-f680-4303-90a7-2e53f406ebc2","274c78c2-6f4e-43cd-a12d-857fd9efd11d","2024-11-15 22:47:15"
"6ef37dcd-0884-464b-ae6e-3d15acf2fe5e","d9329a82-e816-4756-be8f-a312a86124b8","2024-12-27 22:47:15"
"89304ef6-3f20-48b9-bafc-b52a2d1b6188","554358b0-0f68-448a-b8d8-ae16ef4d96a4","2025-03-17 22:47:15"
"b40f21fb-13eb-4bfa-a08b-6bb3d87d96ef","459b29da-4816-4dce-94d2-f6a10c64bf9a","2025-03-06 22:47:15"
"fd64b3ab-e566-4d04-8c69-6a0300612ea3","4c7be4d6-9f4f-483e-ab76-ed4f525c99ce","2025-02-13 22:47:15"
"d52275ae-8026-46ec-bd9e-f2a5911db2ad","75880655-1948-4a3a-aa95-5650a4e5f6be","2024-12-24 22:47:15"
"4ca715ec-5929-4c11-8345-0c4a6f4c6ea6","3b0c4851-0ce9-4da3-a24d-eff6fc593e39","2024-12-06 22:47:15"
"8b45760b-379d-4922-be42-53a9f26ea1b8","01ed7e8b-17f7-45f9-bd60-c94cf54e92ac","2025-03-13 22:47:15"
"83db7a5d-9143-4d50-a38e-2f4ca3a0a62e","37a4617d-2565-46b5-b62c-5a583217cc27","2024-12-17 22:47:15"
"cdebf15d-9ed5-44ba-a54c-c2ed3a69e52c","c19fece7-b7ee-4b06-ac86-1c2693b9c905","2024-12-22 22:47:15"
"eb091118-67f9-46c0-9e9b-926f692885a8","49fca50e-3a93-4f7d-965e-c21c6fddc7c2","2025-02-07 22:47:15"
"bf46f12d-3425-4fec-87f3-590521c62a4c","380a0dde-baf2-449f-9700-343a8252ff98","2024-11-09 22:47:15"
"0dc66dd8-9eb2-4026-b090-b25c45f99506","babc5251-4815-4176-add7-19ce429083a7","2024-11-12 22:47:15"
"9c17368e-7c90-4050-b935-c7efb192ae20","e8502267-f3a9-4e86-a173-141c357d9b4c","2024-12-11 22:47:15"
"f0cf1d73-cdff-40d0-af43-7c1fa0fb398d","9a69a986-dd2b-40be-9784-93231b3d81a4","2025-04-29 22:47:15"
"7742c3e2-7741-4597-9bce-46307d445a56","393f2b99-e869-46dc-bcc1-a7f706b3468c","2025-04-29 22:47:15"
"60e37fc8-58cd-43a6-a828-622a13e80b9a","7902460d-e07c-4f20-91da-f342db16a9f1","2025-03-12 22:47:15"
"7d2c6bd5-a035-4c28-88f5-277dc911d8ba","8d7a9e53-6657-41ea-bc9a-e063f8885a4b","2025-01-27 22:47:15"
"902eb131-dbe8-482d-9f81-2b3990fa5731","f8d29906-360f-4ab8-ad14-e297f42b3d88","2025-03-28 22:47:15"
"cbe09a6a-76da-4cbf-86c3-e767f2368bb4","5c3bed16-c5dd-48ea-b5b9-9bb67b6e329b","2025-02-11 22:47:15"
"77cb16d9-702b-42ca-9c74-c6571605d3d1","8314ec4f-967d-4b38-8c4a-120cf0a46101","2025-02-23 22:47:15"
"75dc4dc6-dd7f-47b4-b675-13c4fca87230","e6269488-b18d-43e8-8fb9-ed3c68966dd0","2025-03-27 22:47:15"
"b19427a4-e095-490c-8183-8682e1e81178","cd0e09d4-ca85-48b4-822a-fccdcba0b028","2025-04-20 22:47:15"
"1a7c9b3a-a2fc-4583-a6e0-d238de05b5e1","6517cc95-8ad8-460a-a8e4-05bcd76cfd00","2024-12-23 22:47:15"
"1ce860db-7724-4138-a743-d33212b7f158","79751b97-b499-4317-aec8-3a24a798384b","2024-11-16 22:47:15"
"5f46c3be-21a3-4303-adbd-1c8df462693a","69c35a6d-de04-4102-bb2a-39eb90aff212","2024-12-10 22:47:15"
"d2c138d6-18b7-46cb-a480-342aefc9dfa3","e50f72fc-c03a-4fb5-b884-80b9c2421ec6","2025-01-24 22:47:15"
"b1cff2ac-38ee-44d4-b779-4b79511facbc","ecc917f8-2cc4-425c-8a3a-424b81cf641b","2024-12-08 22:47:15"
"4962f0a0-8894-40c5-9232-8376b97b929c","17e550e8-93b2-453d-b1a6-a6cd1e1bd5e2","2025-03-09 22:47:15"
"dcaaad9b-9e4d-466a-83dc-c0ba50de5029","6dee290e-2de3-4234-bb3b-98d9b139faa5","2024-11-23 22:47:15"
"192e17b0-6735-476c-8bbf-9eeed5f14dec","036190a1-ee9a-48b6-9d9c-09414f2d3a2c","2025-03-18 22:47:15"
"6285d744-6b38-4ea7-a4b9-3964d9cb31ee","6dfd64e9-05e4-4aad-8632-cd0d5a3e4a3e","2025-03-07 22:47:15"
"520223a5-013f-4ff9-82ce-e806ffd84245","9bef2a2e-9960-4f9a-b45c-dc868f753e6a","2025-02-12 22:47:15"
"0e17e1a0-b776-438f-9cff-041790d38130","da08e542-90d2-4544-86f0-8fe7c1349220","2025-04-19 22:47:15"
"91e38f24-7510-4ce9-9f5c-e4772ef88095","efd38e0a-0951-4851-8169-fa0e6758905c","2024-12-01 22:47:15"
"2d87ce29-13ff-47e8-acdb-1d4b7cfa8e27","e9695e1a-9bbc-4d56-ac7e-7357497493ca","2024-11-07 22:47:15"
"535b3e9c-6f7c-4e8b-a820-198d7256fc87","3f252eef-23d1-4e70-9c43-ce2394d767a9","2024-12-10 22:47:15"
"1738ea9e-084e-4d7c-8a54-344fd9401d02","290672b5-15c2-44fe-bdb6-bfe79dce4fe6","2025-02-08 22:47:15"
"91b60d31-9d4a-48d9-aef2-ca7652f2cf90","6f22c847-7dc5-4023-902d-f592441a4fec","2025-03-04 22:47:15"
"d0be0477-7dca-4f97-b644-4a49eef4519a","91b4af5f-f5ff-4a7a-8c49-03aa9644c69b","2025-01-01 22:47:15"
"31b1b73d-22c6-423f-9c2a-24fd5b4378fb","770af92f-df5c-4dae-904f-1397b2748659","2025-04-26 22:47:15"
"e7329579-1804-4b4d-bff8-c70d36207126","403d234a-ac45-4566-8e3a-e1ebfb664ec2","2024-12-04 22:47:15"
"bf271c94-f56a-4240-ba6b-b0f426cd7953","bbe56143-8a7f-4804-ba75-20128de325a6","2024-11-23 22:47:15"
"63ce2d1e-391a-416c-85df-20ee609093c2","391104e0-87c1-4869-bfb4-a47c689b1046","2024-12-17 22:47:15"
"cedf7839-010c-4ba3-92a9-b4df8298a19d","8d759598-c5a3-4c12-94e5-64686cf31fc3","2025-05-02 22:47:15"
"0f6c2fe3-9285-4ace-a2a8-b1d668ad80d4","416d7763-ba19-4f88-9472-fb977f1094dd","2025-01-09 22:47:15"
"ecfc8984-6ff8-402a-be70-0e974731f0ce","dac7c78e-c468-4dff-819b-dafe774a3569","2025-04-19 22:47:15"
"ac857ab7-74c6-458c-8e10-470d0cf0ac46","1baf60e3-898b-4833-ab07-3f1aea685f6a","2024-12-11 22:47:15"
"8c110f92-4515-4e2b-be1d-c9cfc07c5c8e","9130f260-7885-4f69-babc-cba8d2d78619","2025-01-08 22:47:15"
"b135d976-1be1-4f54-89a9-5d8ae4f3adc1","769fb5da-4626-4443-a11f-8d910da5eab9","2025-02-16 22:47:15"
"635aadf3-a23f-43f2-b548-7b730335da3e","87d5c500-a709-41ac-8e54-6916f7cecd1a","2024-11-17 22:47:15"
"bfdf3b63-10a4-40f2-883b-dd608efebfda","bf7c64b0-dcdf-44d7-b19e-c72e39ea9eba","2024-11-08 22:47:15"
"95f522a8-ddde-4218-bd79-a7e25c029b14","67923302-4c1f-4ca0-8c5e-f202891131c4","2025-01-02 22:47:15"
"f43a55c9-ecb6-40ed-8166-77c271b8ad57","f0ce928a-8f79-41e1-a4a8-4279326f2652","2024-12-07 22:47:15"
"92536232-c94a-4712-8a59-d63d65e6c4f8","2f0f6cef-0770-4eef-81aa-b34c5430dc68","2024-12-20 22:47:15"
"1bf52b5d-cce8-4532-ba85-ffc199e7220e","ca7e195d-e170-4537-a383-fb5537dc6f87","2025-03-17 22:47:15"
"b7a8fd27-f329-4538-841a-7e339608be33","31f0c029-b9c0-4246-8297-f9bac9393588","2025-01-26 22:47:15"
"e2452ad2-945d-4903-91d2-eb58d601d61a","1bc496d7-b2df-4d12-bb7a-0c6dc325490f","2025-01-27 22:47:15"
"f80e8f20-de40-4bdd-ad5a-8dcf7ec7f733","6cbdc77a-0c9f-4334-a832-38b9ee3bd9d6","2025-03-20 22:47:15"
"c518f65a-f2e0-47d9-84fe-0e10b57f8b19","7ada950c-8c98-482e-ac76-bd9fc702ddbe","2025-02-12 22:47:15"
"3851ab12-3ce5-4397-a074-40125e69b987","842f404b-fa3a-49f8-b6eb-06292e5bca13","2024-12-28 22:47:15"
"295a383c-90dd-424f-b734-7cfdb8954860","50ff5cc1-b5df-4321-bbd0-df20cf9663dc","2025-04-17 22:47:15"
"4cbf52cb-a9c6-4cf5-b678-36b7cc55c3e8","164d9bfd-1b64-4a2e-a86a-cad141edd1bc","2024-11-17 22:47:15"
"847e77ff-9d25-40bd-8c43-d5f50bf4f2ca","62488ff6-ba07-4bb1-ab8b-c84588320603","2025-03-03 22:47:15"
"d65c3473-ee4f-4c61-956e-c786db782526","6b1896c4-cf3f-41ae-948b-b548411d9c67","2024-11-17 22:47:15"
"f19d3a8e-f903-40df-b7e8-4cc6ca1bdd16","b029d1d9-cc4d-4f12-8714-511206be6409","2025-03-27 22:47:15"
"b96975ee-778d-42f3-8b26-c84c6694edfc","b15e2491-4d71-4032-a715-e9836d9407d0","2024-11-17 22:47:15"
"c6688fa4-0c4b-419f-83b3-e9e4cc61ebab","3e8fb3c0-2f71-4458-a6f7-7056ae34f909","2025-02-09 22:47:15"
"2bb31632-ddd7-40e4-8fac-bee81cf09d07","20e3d2ae-c352-4e06-a818-b04c17b677eb","2024-11-09 22:47:15"
