"variant_id","product_id","size","color","price","stock","sku","bought_at","min_stock"
"6c800516-57a3-46d7-abb3-b7c23ed85ab8","b7616e49-f9e8-4696-a2ae-fe8bdcb24f55","M","White","19.99",50,"VSKU001","12.99",10
"03af08d7-57bb-4854-9a8b-8d917015a162","b7616e49-f9e8-4696-a2ae-fe8bdcb24f55","L","White","19.99",50,"VSKU001","12.99",10
"89e0aa13-df65-4334-9117-77f211d3dc7d","b7616e49-f9e8-4696-a2ae-fe8bdcb24f55","XL","White","19.99",50,"VSKU001","12.99",10
"6bdbd4f4-b638-458d-bc1d-f2ec5236acb1","b7616e49-f9e8-4696-a2ae-fe8bdcb24f55","XXL","Black","21.99",40,"VSKU002","14.99",10
"8c5d182c-1115-4a26-8913-7c4c603f5813","b7616e49-f9e8-4696-a2ae-fe8bdcb24f55","XXXL","Black","21.99",40,"VSKU002","14.99",10
"4f51c1fa-19be-46e7-ac33-552a259f910f","54aaef2b-d26a-4624-9d02-0a0f750f8f0b","S","Red","24.99",30,"VSKU003","16.99",5
"add92f9c-8e64-4bcc-a7df-9e387c91dc00","54aaef2b-d26a-4624-9d02-0a0f750f8f0b","M","Red","24.99",30,"VSKU003","16.99",5
"291b1f28-41d5-45fd-ac05-d535a38a411c","54aaef2b-d26a-4624-9d02-0a0f750f8f0b","L","Red","24.99",30,"VSKU003","16.99",5
"807eedb6-56ed-4c16-91b0-5888525dc4b5","54aaef2b-d26a-4624-9d02-0a0f750f8f0b","XL","Blue","24.99",30,"VSKU004","16.99",5
"65f8c5e2-3e55-4716-a6b6-7fe116554655","54aaef2b-d26a-4624-9d02-0a0f750f8f0b","XXL","Blue","24.99",30,"VSKU004","16.99",5
"e44811e3-1360-4b2c-8735-20f8a32121bb","54aaef2b-d26a-4624-9d02-0a0f750f8f0b","XXXL","Blue","24.99",30,"VSKU004","16.99",5
"25283adb-4cca-4204-8c2a-50ddd0b4721f","02019951-6514-4f8d-8ea9-d0e253473f5f","S","Black","29.99",20,"VSKU005","19.99",5
"3a7a9fe8-31bd-42be-b689-b7ec7865b771","02019951-6514-4f8d-8ea9-d0e253473f5f","M","Black","29.99",20,"VSKU005","19.99",5
"6652ef43-d3f6-49c4-9da4-e995a546cbfb","02019951-6514-4f8d-8ea9-d0e253473f5f","L","Black","29.99",20,"VSKU005","19.99",5
"b03afda5-761a-437b-b317-92e46161aa76","02019951-6514-4f8d-8ea9-d0e253473f5f","XL","White","29.99",20,"VSKU006","19.99",5
"3754c7d9-1199-405c-9424-43b991746c41","02019951-6514-4f8d-8ea9-d0e253473f5f","XXL","White","29.99",20,"VSKU006","19.99",5
"bff332db-93c0-4801-afcf-b80f843f2323","f9b7f676-5f39-42e7-94b2-72da37ec2435","S","Grey","17.99",60,"VSKU007","11.99",10
"9dcc5725-e045-4900-81ec-e7157cced1b4","f9b7f676-5f39-42e7-94b2-72da37ec2435","M","Grey","17.99",60,"VSKU007","11.99",10
"86965d74-453b-470c-8d90-e7bd57232ee9","f9b7f676-5f39-42e7-94b2-72da37ec2435","L","Grey","17.99",60,"VSKU007","11.99",10
"3177fdfe-c677-4947-99e1-b1cdce8264f6","f9b7f676-5f39-42e7-94b2-72da37ec2435","XL","Navy","17.99",60,"VSKU008","11.99",10
"31f4a8ab-7922-422f-92cf-73d0eaea13a3","f9b7f676-5f39-42e7-94b2-72da37ec2435","XXL","Navy","17.99",60,"VSKU008","11.99",10
"a00be8fd-1931-4236-97d4-9e5220e9bcdc","f9b7f676-5f39-42e7-94b2-72da37ec2435","XXXL","Navy","17.99",60,"VSKU008","11.99",10
"36544c46-6bda-4fce-8dea-d0c366ee72d0","16fd140a-59be-4aec-9a5d-83b0ed729957","S","Black","22.99",40,"VSKU009","15.99",10
"477db028-694a-4546-a5f5-7fb5c97782c2","16fd140a-59be-4aec-9a5d-83b0ed729957","M","Black","22.99",40,"VSKU009","15.99",10
"7ffc3774-aa08-41d5-a6e1-cca31cb40330","16fd140a-59be-4aec-9a5d-83b0ed729957","L","Black","22.99",40,"VSKU009","15.99",10
"880f623f-bf0d-4a16-b8b0-4b2e0d1bc197","16fd140a-59be-4aec-9a5d-83b0ed729957","XL","White","22.99",40,"VSKU010","15.99",10
"1a32fb68-b8b5-47f3-be5b-8651eaab56b3","16fd140a-59be-4aec-9a5d-83b0ed729957","XXL","White","22.99",40,"VSKU010","15.99",10
"6f357604-106c-4750-89a4-ad4fda43c877","79c0e6be-d908-4e6c-920f-b9238911d79d","S","Black","24.99",30,"VSKU011","16.99",5
"6b82cab3-4d62-450c-9897-59b0ceb72dd3","79c0e6be-d908-4e6c-920f-b9238911d79d","M","Black","24.99",30,"VSKU011","16.99",5
"7e547338-ad9d-4144-9098-e450b5db4a7e","79c0e6be-d908-4e6c-920f-b9238911d79d","L","Black","24.99",30,"VSKU011","16.99",5
"7fad8ed7-9e1b-4f45-933e-315a3df3c6c3","79c0e6be-d908-4e6c-920f-b9238911d79d","XL","White","24.99",30,"VSKU012","16.99",5
"29dd8c23-4d60-482d-9388-212c6281b71c","79c0e6be-d908-4e6c-920f-b9238911d79d","XXL","White","24.99",30,"VSKU012","16.99",5
"baa4a034-00c9-4890-bbe7-335c0dc91400","260a62cd-6cf2-4f91-9952-1169e85a87ce","S","Grey","21.99",50,"VSKU013","14.99",10
"da44cf77-b20d-42cf-9831-aba6fa511087","260a62cd-6cf2-4f91-9952-1169e85a87ce","M","Grey","21.99",50,"VSKU013","14.99",10
"e6f370a7-0163-4c5f-aaee-d5acbd839cad","260a62cd-6cf2-4f91-9952-1169e85a87ce","L","Grey","21.99",50,"VSKU013","14.99",10
"265ffbb7-fbd8-4143-88da-09bc73329d75","260a62cd-6cf2-4f91-9952-1169e85a87ce","XL","Navy","21.99",50,"VSKU014","14.99",10
"45a1ca74-a9f7-4f1d-ae98-625128fbb2b4","260a62cd-6cf2-4f91-9952-1169e85a87ce","XXL","Navy","21.99",50,"VSKU014","14.99",10
"f8ca9956-3d61-4c76-bbb0-f441bf2f286e","d259090e-4474-47df-82b1-4dcfa6c5fe1f","S","White","27.99",25,"VSKU015","18.99",5
"877da2f6-9d23-4c03-b5c4-8eaa0ed22458","d259090e-4474-47df-82b1-4dcfa6c5fe1f","M","White","27.99",25,"VSKU015","18.99",5
"88e45452-d27d-4fd9-a9d9-7fe580c94602","d259090e-4474-47df-82b1-4dcfa6c5fe1f","L","White","27.99",25,"VSKU015","18.99",5
"d1ccdf6c-9fb1-42a0-b80e-d203d6d79766","d259090e-4474-47df-82b1-4dcfa6c5fe1f","XL","Black","27.99",25,"VSKU016","18.99",5
"c1cb9783-74c2-4cc1-974b-f5b3c7e02fbd","d259090e-4474-47df-82b1-4dcfa6c5fe1f","XXL","Black","27.99",25,"VSKU016","18.99",5
"4ebb8dab-b6d0-42a8-a35a-434d58e956a5","b8fe5055-9f83-4172-9e0e-d9dd39573580","S","Grey","23.99",35,"VSKU017","15.99",5
"e558a5ab-00ce-4717-94a8-9300b31c3e62","b8fe5055-9f83-4172-9e0e-d9dd39573580","M","Grey","23.99",35,"VSKU017","15.99",5
"1669bf17-9932-45ab-976f-82f269c6665a","b8fe5055-9f83-4172-9e0e-d9dd39573580","L","Grey","23.99",35,"VSKU017","15.99",5
"19b0eeb1-4d3f-407a-9b2a-44ef11a81403","b8fe5055-9f83-4172-9e0e-d9dd39573580","XL","Navy","23.99",35,"VSKU018","15.99",5
"2eaeee85-6a82-412c-a97f-4fb14bb058fa","b8fe5055-9f83-4172-9e0e-d9dd39573580","XXL","Navy","23.99",35,"VSKU018","15.99",5
"4a8d84bf-ab25-4459-8b8d-fb89a2196a31","37395930-9204-4e08-a509-b36114321de9","S","White","25.99",20,"VSKU019","17.99",5
"647a51ad-accf-470b-a677-62ccf2ee2d56","37395930-9204-4e08-a509-b36114321de9","M","White","25.99",20,"VSKU019","17.99",5
"309e0f9d-34f1-4040-bebe-ceed4c70c9c8","37395930-9204-4e08-a509-b36114321de9","L","White","25.99",20,"VSKU019","17.99",5
"55bbf383-3902-415a-8a4c-6aa6ad07d73c","37395930-9204-4e08-a509-b36114321de9","XL","Black","25.99",20,"VSKU020","17.99",5
"3ab0594d-6a55-481e-91ed-7c95ce9195aa","37395930-9204-4e08-a509-b36114321de9","XXL","Black","25.99",20,"VSKU020","17.99",5
"05683879-5d33-47b5-8344-d00fa9d2cae0","556f05e6-828e-4e82-917b-2d09c06cd751","S","Grey","18.99",55,"VSKU021","12.99",10
"acf8e3fa-a0c5-497a-9cca-c5f6953617e6","556f05e6-828e-4e82-917b-2d09c06cd751","M","Grey","18.99",55,"VSKU021","12.99",10
"d69befc2-b522-4c10-a6c1-51ac7bd43c82","556f05e6-828e-4e82-917b-2d09c06cd751","L","Grey","18.99",55,"VSKU021","12.99",10
"d7354f3f-69d9-4e2f-bfd9-da605a9441ba","556f05e6-828e-4e82-917b-2d09c06cd751","XL","Navy","18.99",55,"VSKU022","12.99",10
"d52a7856-44c8-44d5-84a8-840cc6b803ff","556f05e6-828e-4e82-917b-2d09c06cd751","XXL","Navy","18.99",55,"VSKU022","12.99",10
"c23e25b2-5547-4d5d-9388-ff34b7122a1f","155d3ac5-c186-4cc2-8ea1-1df253fcad6e","S","Blue/White","20.99",45,"VSKU023","13.99",10
"e459308a-f6cb-485b-883c-62556a414582","155d3ac5-c186-4cc2-8ea1-1df253fcad6e","M","Blue/White","20.99",45,"VSKU023","13.99",10
"e5e6c18f-2c94-4ca2-b9f4-928da8b31a37","155d3ac5-c186-4cc2-8ea1-1df253fcad6e","L","Blue/White","20.99",45,"VSKU023","13.99",10
"acf3d814-42a9-4086-bd31-9e951df70ac7","155d3ac5-c186-4cc2-8ea1-1df253fcad6e","XL","Red/White","20.99",45,"VSKU024","13.99",10
"9085856d-854b-422d-87c3-6796ba4259fb","155d3ac5-c186-4cc2-8ea1-1df253fcad6e","XXL","Red/White","20.99",45,"VSKU024","13.99",10
"6e40a324-86af-4b6f-a713-ab0cc5998b51","9fc5f4e3-9f92-4456-b9e0-f3b8d06cd58b","S","Black","26.99",30,"VSKU025","17.99",5
"9ef69afb-827d-49b9-ad20-b34d04d2147c","9fc5f4e3-9f92-4456-b9e0-f3b8d06cd58b","M","Black","26.99",30,"VSKU025","17.99",5
"bfbb30ea-d21b-400f-920e-538b7256a116","9fc5f4e3-9f92-4456-b9e0-f3b8d06cd58b","L","Black","26.99",30,"VSKU025","17.99",5
"58c559f7-245c-43b2-baea-c2d6868cf57e","9fc5f4e3-9f92-4456-b9e0-f3b8d06cd58b","XL","Grey","26.99",30,"VSKU026","17.99",5
"be112920-c34d-49f8-801e-7b4c4e230c35","9fc5f4e3-9f92-4456-b9e0-f3b8d06cd58b","XXL","Grey","26.99",30,"VSKU026","17.99",5
"d63506b1-ed61-4450-a8c7-3e75f0eb6df8","bbe620d8-10c1-41fc-bcb8-b70683449657","S","Black","29.99",25,"VSKU027","19.99",5
"a8f535db-1a5b-478f-acb9-1658eb49f35e","bbe620d8-10c1-41fc-bcb8-b70683449657","M","Black","29.99",25,"VSKU027","19.99",5
"74bcb337-2165-47d1-b757-1f0d33082169","bbe620d8-10c1-41fc-bcb8-b70683449657","L","Black","29.99",25,"VSKU027","19.99",5
"480686ef-424d-46b7-9a22-5225d05581dc","bbe620d8-10c1-41fc-bcb8-b70683449657","XL","White","29.99",25,"VSKU028","19.99",5
"ab39aa88-3735-4ac3-9cfe-b2e2a432e509","bbe620d8-10c1-41fc-bcb8-b70683449657","XXL","White","29.99",25,"VSKU028","19.99",5
"d1cfa948-763f-44f0-9ef9-96673d076c20","8a63361b-0f29-4564-b39b-6f54badf7c40","S","Blue","28.99",20,"VSKU029","18.99",5
"55c2e6e2-9a57-43f5-8c15-b9bdf9668162","8a63361b-0f29-4564-b39b-6f54badf7c40","M","Blue","28.99",20,"VSKU029","18.99",5
"a8cacc36-d721-436f-af84-5ab7739e9c35","8a63361b-0f29-4564-b39b-6f54badf7c40","L","Blue","28.99",20,"VSKU029","18.99",5
"859bfada-a0f7-4910-94db-49add95dece8","8a63361b-0f29-4564-b39b-6f54badf7c40","XL","Red","28.99",20,"VSKU030","18.99",5
"0c25350d-10e7-4b18-89d0-915dc099afe1","8a63361b-0f29-4564-b39b-6f54badf7c40","XXL","Red","28.99",20,"VSKU030","18.99",5
"e41e762f-2b4b-48a0-8f44-2a77a1c2f2d9","779042b5-9b33-4152-9c3f-99d391419eda","S","Green","27.99",25,"VSKU031","17.99",5
"1bcf439e-b03b-4a87-97c1-ca0150d2f07c","779042b5-9b33-4152-9c3f-99d391419eda","M","Green","27.99",25,"VSKU031","17.99",5
"920e3105-02ec-4f77-b4d3-75a7c549fa5a","779042b5-9b33-4152-9c3f-99d391419eda","L","Green","27.99",25,"VSKU031","17.99",5
"f65cfcef-de16-40fd-b880-e4ded6fbe1a2","779042b5-9b33-4152-9c3f-99d391419eda","XL","Black","27.99",25,"VSKU032","17.99",5
"e56a3721-5cfc-4448-94c6-03c2c3ab1d10","5f65ffae-99c0-42a4-92f6-f99ec4be70fe","S","White","31.99",15,"VSKU033","21.99",5
"5cb9cd2e-aaef-4082-9635-8f2c79bb6457","5f65ffae-99c0-42a4-92f6-f99ec4be70fe","L","White","31.99",15,"VSKU033","21.99",5
"49ac692b-2df9-4221-910a-cee1227ffb22","5f65ffae-99c0-42a4-92f6-f99ec4be70fe","XXL","Black","31.99",15,"VSKU034","21.99",5
"3a1494ed-ad07-427c-9759-c684b57cbd91","4eded604-8a97-4376-b135-d3d3cde25975","S","Grey","19.99",40,"VSKU035","12.99",10
"4d254302-736b-4c9e-bd77-4d3036856570","4eded604-8a97-4376-b135-d3d3cde25975","L","Grey","19.99",40,"VSKU035","12.99",10
"260f6df0-cd75-428d-af40-74a679149184","4eded604-8a97-4376-b135-d3d3cde25975","XXL","Black","19.99",40,"VSKU036","12.99",10
"235cd7e5-2037-4d58-aced-eee69e318bfa","e081ad71-c105-411c-9400-6bf48f62eb11","M","White","23.99",30,"VSKU037","15.99",5
"1065f0d8-bff3-41cf-8cb9-4fb6077a96de","e081ad71-c105-411c-9400-6bf48f62eb11","XL","Black","23.99",30,"VSKU038","15.99",5
"ea6fcfbf-4b81-4011-b0aa-1ed5953cbd9f","88396672-d1a2-4b53-b0b8-58a0b4498ff0","S","Grey","16.99",50,"VSKU039","10.99",10
"366d2b5f-1445-48b5-8f76-e59443e2dffb","88396672-d1a2-4b53-b0b8-58a0b4498ff0","L","Grey","16.99",50,"VSKU039","10.99",10
"e0cf806f-ef3f-4b70-a5dd-b9b0b3c21d22","88396672-d1a2-4b53-b0b8-58a0b4498ff0","XXL","Black","16.99",50,"VSKU040","10.99",10
"14f85bfb-f7c2-4469-853c-3b4380849fe4","73c3d7e2-c369-46f1-a4b2-c42a3efc4b72","M","White","18.99",60,"VSKU041","12.99",10
"19edde11-1a42-4777-8b04-f126ffe4559b","73c3d7e2-c369-46f1-a4b2-c42a3efc4b72","XL","Black","18.99",60,"VSKU042","12.99",10
"0782258a-f377-488e-ac37-db9d626573b3","73c3d7e2-c369-46f1-a4b2-c42a3efc4b72","XXXL","Black","18.99",60,"VSKU042","12.99",10
"eb2a61d5-a402-403b-9a4a-914d21eb6f69","ab4b3314-d245-4ac7-b8f7-64a1d5541684","S","Grey","22.99",35,"VSKU043","14.99",5
"5317c8a4-511d-4936-8ba6-7e8144b93d5f","ab4b3314-d245-4ac7-b8f7-64a1d5541684","L","Grey","22.99",35,"VSKU043","14.99",5
"6a85b7ca-e4b7-4ad6-a6b8-15c646a4de52","ab4b3314-d245-4ac7-b8f7-64a1d5541684","XXL","Blue","22.99",35,"VSKU044","14.99",5
"7a08a16e-182a-47e8-8a36-e8b9703afb75","3667721b-7010-4dc1-8567-a4c232db5657","S","Black","24.99",30,"VSKU045","16.99",5
"1fa5a045-897c-4a04-ac97-14c65d053721","3667721b-7010-4dc1-8567-a4c232db5657","L","Black","24.99",30,"VSKU045","16.99",5
"b9d310cd-14d1-4ca8-9892-332e611fe35e","3667721b-7010-4dc1-8567-a4c232db5657","XXL","White","24.99",30,"VSKU046","16.99",5
"664f052a-dfff-400a-87cc-50a6193f9171","5ed00fa0-2cc9-4cfc-8509-10a6d9900c02","S","Black","26.99",25,"VSKU047","17.99",5
"29d31cd9-510b-4ec1-8cec-ecd5ad0bbb4c","5ed00fa0-2cc9-4cfc-8509-10a6d9900c02","L","Black","26.99",25,"VSKU047","17.99",5
"2749d10b-4198-4e3c-b2ae-d02826d84e4b","5ed00fa0-2cc9-4cfc-8509-10a6d9900c02","XXL","White","26.99",25,"VSKU048","17.99",5
"d07cb4a4-39e6-4a6a-a0bf-90981517274e","e8cb7287-a335-4265-8ebc-2d8e2d75da82","8","Brown","89.99",30,"VSKU049","59.99",5
"5c3a922e-fbe2-493a-8c34-5cd840f3ab95","e8cb7287-a335-4265-8ebc-2d8e2d75da82","10","Brown","89.99",30,"VSKU049","59.99",5
"b12607c3-5063-4fe4-a795-490614c0164d","e8cb7287-a335-4265-8ebc-2d8e2d75da82","12","Black","89.99",30,"VSKU050","59.99",5
"12883bca-a306-445f-9f1d-97127b8590ef","1485e459-2834-4142-b49a-3931a3a82635","9","Black","79.99",40,"VSKU051","49.99",5
"91c5a706-c994-4370-af51-031026d06f19","1485e459-2834-4142-b49a-3931a3a82635","12","Grey","79.99",40,"VSKU052","49.99",5
"a3581c70-af94-418c-8789-bdc7f6f17c2c","7706528d-d7df-467e-977d-27562a0e30ae","32","Black","59.99",50,"VSKU053","39.99",5
"3d1d493d-d62e-4f0e-9ecc-a45d6ab64c7c","7706528d-d7df-467e-977d-27562a0e30ae","38","Navy","59.99",50,"VSKU054","39.99",5
"6e92a54e-e5f0-4b9a-b437-eb407953a1ad","ff6cf50e-abfa-425e-b86d-dc340a9dc01d","L","Blue","49.99",45,"VSKU055","29.99",5
"14706e51-73ce-45d9-9a8d-e81a993712d5","f14e933c-556b-40ad-ad99-99fd0605ec78","S","Black","79.99",35,"VSKU057","49.99",5
"22e3d8e5-a493-497f-9689-290b578514c1","f14e933c-556b-40ad-ad99-99fd0605ec78","XL","Navy","79.99",35,"VSKU058","49.99",5
"ae5a7175-192d-4b04-9a43-9ce0fb4c81e7","4070065a-cd43-4301-a136-e0fd51d56516","M","Grey","34.99",40,"VSKU059","22.99",5
"d511d1df-0dcb-418c-bc3d-cbd43ee05d88","4070065a-cd43-4301-a136-e0fd51d56516","XXL","Blue","34.99",40,"VSKU060","22.99",5
"93c45de6-2a80-4cb0-9c8d-e21caf65c792","3623f561-9cb9-445f-8797-e42235f15592","M","Black","14.99",60,"VSKU061","9.99",10
"e7c1e3a0-5a54-4029-a526-91b20e5c1f33","3623f561-9cb9-445f-8797-e42235f15592","XXL","Grey","14.99",60,"VSKU062","9.99",10
"3571a5e3-13e9-4584-a585-1837e439d19a","c1b32a8d-e236-4120-b058-491741b4eaf0","M","White","12.99",70,"VSKU063","8.99",10
"8ae5c6cb-9c56-4af6-890e-e291d7ec5436","c1b32a8d-e236-4120-b058-491741b4eaf0","XXL","Black","12.99",70,"VSKU064","8.99",10
"1aacd9ed-e2ca-448c-ab94-d78536cc1af3","bcd16de3-270d-4b80-b3ff-876888a9758d","M","Black","9.99",100,"VSKU065","6.99",20
"d944382c-b4bd-411f-8ec0-1cf3691fd2a3","bcd16de3-270d-4b80-b3ff-876888a9758d","XXL","White","9.99",100,"VSKU066","6.99",20
"0151db4c-4fdf-4c4a-81c7-8ef0f19b7f2f","3f08ed9e-ab7d-4d0b-a863-17d5a5989ba3","M","Grey","11.99",90,"VSKU067","7.99",15
"8f61e370-93f6-4d15-bfa2-05350b5e6c01","3f08ed9e-ab7d-4d0b-a863-17d5a5989ba3","XXL","Black","11.99",90,"VSKU068","7.99",15
"b1cbb984-650f-4a2e-bd0e-bad269c3b494","71918bab-77a7-4de6-8a56-b33d9c0dffff","L","Black","14.99",80,"VSKU069","9.99",10
"e79ac3e7-b0de-43f1-abc3-f08bfee18d07","8bfd9c6a-74c4-48e4-99ce-70d03039f6ef","S","White","12.99",110,"VSKU071","8.99",15
"9e147cc8-21a0-41a9-abd2-f58407665bc1","8bfd9c6a-74c4-48e4-99ce-70d03039f6ef","XL","Black","12.99",110,"VSKU072","8.99",15
"a4e0ae4f-f4aa-45ed-b1c5-b0a41f9864d9","4684f70d-57f1-4df0-aa10-1cb921cb20cb","M","Black","16.99",100,"VSKU073","10.99",10
"b8b6291d-5ebe-4eb7-b091-fd4fb02b6048","4684f70d-57f1-4df0-aa10-1cb921cb20cb","XXL","White","16.99",100,"VSKU074","10.99",10
"d2c22c5c-57f3-48db-9005-9219a766292c","04448f56-7845-4955-8a13-db3481c4f95a","L","Grey","13.99",95,"VSKU075","9.99",15
"e516ce36-c916-476a-91ec-9cc628ac3c5b","3674331b-fd2f-48b5-8296-e997f79103f0","8","Black","69.99",45,"VSKU077","44.99",5
"402e44de-eb5e-4918-8810-6e79827b94d5","3674331b-fd2f-48b5-8296-e997f79103f0","11","Grey","69.99",45,"VSKU078","44.99",5
"36692a05-a437-45a1-b4c7-c4d830347ae1","7323dd01-e23a-4e60-8b33-cc1ffc777a22","8","Brown","74.99",40,"VSKU079","49.99",5
"326e3f17-668c-48e5-9b60-c3a9ad218784","7323dd01-e23a-4e60-8b33-cc1ffc777a22","11","Black","74.99",40,"VSKU080","49.99",5
"91e7b7fe-6a62-4948-9c97-38f6eaac72e8","6c3644e4-2b67-4412-a3c1-7538fe79015e","8","Brown","84.99",35,"VSKU081","54.99",5
"389e8562-0f60-4aa9-8a0a-24a676d327f6","6c3644e4-2b67-4412-a3c1-7538fe79015e","11","Black","84.99",35,"VSKU082","54.99",5
"4c7250f1-8422-4a41-ace8-93b04c5f53ac","d18492a1-b08c-4411-9b07-0dce076e6751","8","White","59.99",50,"VSKU083","39.99",5
"ac551793-b05d-4b3b-82cc-613c0cf2245f","d18492a1-b08c-4411-9b07-0dce076e6751","11","Black","59.99",50,"VSKU084","39.99",5
"b62a3d9d-20d9-4732-b877-a310ab3fb8be","dc72fc26-7c40-4a0d-bbb9-ba3413c59984","M","Grey","24.99",60,"VSKU085","16.99",10
"d6046b2f-eed3-4139-abab-34e6555f8bc5","dc72fc26-7c40-4a0d-bbb9-ba3413c59984","XXL","Black","24.99",60,"VSKU086","16.99",10
"37315912-8228-4498-a707-851e6f019ca6","3fb80769-6bb4-4e66-9f03-2f4524222b86","8","Black","79.99",45,"VSKU087","49.99",5
"3dd65778-543c-4c82-8044-a78918bac64e","3fb80769-6bb4-4e66-9f03-2f4524222b86","11","Brown","79.99",45,"VSKU088","49.99",5
"094a3fdd-cf67-47fc-a83d-996e75010e13","62ee8807-aae1-4feb-8261-db2d3b9333f8","9","Brown","39.99",55,"VSKU089","24.99",10
"9261dca2-44d4-4992-a84b-f0171a3736a3","62ee8807-aae1-4feb-8261-db2d3b9333f8","12","Black","39.99",55,"VSKU090","24.99",10
"b10b4479-317b-4cf4-a980-bd32bc77a5c2","22f5698d-6798-4a8f-9de3-ac3f72ccbbe7","9","Blue","19.99",70,"VSKU091","12.99",15
"175937c7-477f-4901-bbea-365c73de0062","22f5698d-6798-4a8f-9de3-ac3f72ccbbe7","12","Black","19.99",70,"VSKU092","12.99",15
"11d02007-dad8-44bd-ad46-e315bdd44ed5","84136c18-bb23-4504-b572-4b59dfe8b882","9","Black","89.99",35,"VSKU093","59.99",5
"db42a19e-b9b0-47be-81c1-511625e68246","84136c18-bb23-4504-b572-4b59dfe8b882","12","Brown","89.99",35,"VSKU094","59.99",5
